Id;Sentence;IsNegated
231;When Clay returns after taking a walk in the woods for a few days, Darkly becomes resentful of him and though he helps him build coffins, the two never really bond.;F F F F F F F F F F F F F F F F F F F F F F F F F F F F T T T
232;SPEED is clearly divided into three acts, each no less draining than the others.;F F F F F F F T T T T F F F
233;Since claiming not to be Nick would just make him look expendable, Rudy says he is Nick.;F T T T T T F F F F F F F F F F F
234;Fate intercedes, however -- but not just in Teddy's life.;F F F F T T T T T T
235;The difference between him and Endore, is that the later had to kill, while Loomis killed despite his convictions not to kill.;F F F F F F F F F F F F F F F F F F F T T T
236;However, for anyone who isn't bothered by the thought of experiencing a shock to the system, this film is not to be missed.;F F F F F F F F F F F F F F F F F F T T T T T
237;I could not keep track of the details even with my trusty notepad at my side.;F T T T T F F F F F F F F F F F
238;It's not an original tale -- movies like this abound -- but Nava's point-of-view is fresh.;T T T T T F F F F F F F F F F F
239;These mini-dramas have little appeal and are not the reason to see the film.;F F F F F F T T T T T T T T
240;With long violin notes, pianos in the low registers, and blaring French horns, we are reminded incessantly that this is a thriller no matter how languid the pacing.;F F F F F F F F F F F F F F F F F F F F F F T T T T T T
241;He's not a bad actor, but he still carries himself on screen primarily with a swagger, even when he's supposed to be emotionally wounded.;T T T T T F F F F F F F F F F F F F F F F F F F
242;This is not a gruesome motion picture -- there is surprisingly little graphic violence and almost no blood.;T T T T T T T F F F F F F F F F T T
243;While Frank goes to work in the Stateville Prison, Jane takes off to find herself, and must decide whether or not to stand by her man.;F F F F F F F F F F F F F F F F F F T T T T T T T T
244;"Copyright 1998 James Berardinelli ""My belief is that no movie, nothing in life, leaves people neutral.";F F F F F T T T T T T T T T T T
245;There are also plenty of crime caper elements mixed in with the comedy and romance, including no small amount of bloodshed, but even then the film seems entirely cohesive.;F F F F F F F F F F F F F F F F T T T F F F F F F F F F F
246;Animals do get attacked, and one boy gets a bloody leg, but there is no human to human violence.;F F F F F F F F F F F F F T T T T T T
247;But he is disappointed when the bookstore owner can only tell him, that if his problem is only about a girl, that's no big deal.;F F F F F F F F F F F F F F F F F F F F F T T T T
248;Michel Delasalle is the kind of person no one wants to know.;F F F F F F F T T T T T
249;"All this adds up to is yet another ""high concept"" horror movie that isn't noticeably better than its numerous, ""low concept"" counterparts.";F F F F F F F F F F F F T T T F F F F F F F
250;Melville draws us into the cold, cruel world of his protagonist by presenting lengthy stretches in which there is no dialogue.;F F F F F F F F F F F F F F F F F F T T T
251;This is not a slasher film per se but it could be, it had all the gore required for a movie appealing to teens looking for a film with a quick mindless thrill.;F T T T T T F F F F F F F F F F F F F F F F F F F F F F F F F F F
252;The most distressing thing about KAMA SUTRA is what a conventional story it turns out to be, its unique setting notwithstanding.;F F F F F F F F F F F F F F F F F F F F F
253;The word in Hollywood is that no Oscar or other celebration can happen these days unless they GET BRUCE, hence the title of Andrew J. Kuehn's hilarious documentary.;F F F F T T T F F F F F F F F F F F F F F F F F F F F F
254;When her customers complain that their intended recipients have not gotten their letters, she blames it on Brazil's notoriously unreliable postal system.;F F F F F F F F T T T T T F F F F F F F F F
255;If a film has Kevin Spacey in it, you will not be disappointed.;F F F F F F F F T T T T T
256;"Along with William, Jimmy catches a thief and turns him in with a note identifying the captors as the ""S.O.S.""";F F F F F F F F F F F F F F F F F F F F
257;"Continuing in this stream of insightful thinking, he later tells us that, ""People say nothing is forever.";F F F F F F F F F F F F F F T T T
258;And that's not to say that SNAKE EYES doesn't move.;F T T T T T T T T T
259;When Sally dances the tango in the film, that's really her and not a double.;F F F F F F F F F F F F T T T
260;Like Jackie Chan several years ago, actor Chow Yun-Fat is internationally revered but hardly known in the United States.;F F F F F F F F F F F F F T T T T T T
261;While the art direction and cinematography are striking, there is nothing original enough to obscure the glaring weaknesses in the rest of the film.;F F F F F F F F T T T T T F F F F F F F F F F F
262;At a reasonably short 85 minutes, this is nevertheless a complete experience, and the strength and depth of its drama makes it the most memorable of any adaptation of the tale.;F F F F F F F F T T T T F F F F F F F F F F F F F F F F F F F
263;It is full of messages without ever seeming to have many.;F F F F F T T T T T T
264;Both parties are exactly where they want to be, and much of the conflict in BACKBEAT comes from John's frustration that for Stu, The Beatles are not that place.;F F F F F F F F F F F F F F F F F F F F F F F F T T T T T
265;The well-honed dialogue and intimate camerawork would have been enough without the soap-opera-like interludes.;F F F F F F F F F F T T T T
266;"During the 1950s, the FBI relentlessly pursued ""communists"" of all sorts, and guilt or innocence was rarely considered.";F F F F F F F F F F F F F F F F F F
267;No subtitles and no dubbing which is good since this movie is non-stop dialog.;T T T T T T T T F F F F F F
268;Although he takes off his large angel wings to wrestle, he never removes his mask so that not even his own mother knows what he does for a living.;F F F F F F F F F F T T T T T F F T T T T T T F F F F F F
269;I'm not sure why BAD MOON didn't go straight to video.;T T T T T T T T T T T
270;That the world had to be created out of the first concept of God;F F F F F F F F F F F F F F
271;Technology this time includes transparent fake fingerprints so Bond can impersonate a diamond smuggler without being suspected.;F F F F F F F F F F F F F F T T T
272;Let me note the two highlights of the show.;F F F F F F F F F
273;Crystal and Williams generate no chemistry, and both look like they're on hand solely to pick up a paycheck.;F F F T T T F F F F F F F F F F F F F
274;"It's worth a look, reminding me a little bit of that Sydney Pollack film ""They Shoot Horses, Don't They,"" but without the cheap sentimentality Pollack threw into his film.";F F F F F F F F F F F F F F F F F T T F F F F F F F F F F
275;The lessons are not necessarily lessons, but show her as she becomes obsessed with the dance, with the subtleties of the music, and with her teacher.;F T T T T T F F F F F F F F F F F F F F F F F F F F
276;Unlike the megalomaniacs in later Bond films, the villains in FROM RUSSIA WITH LOVE aren't after world domination (at least not immediately).;F F F F F F F F F F F F F F T T T T T T T T
277;Furthermore, for reasons that are never made clear, Michael is obligated to bring the boy, Mimi, back to New York to experience life in the big city.;F F F F T T T T F F F F F F F F F F F F F F F F F F F
278;Yet the source of lamentation is not what's on screen, but what could have been there.;F F F F F T T T T T F F F F F F
279;For over two decades, she has never once doubted that Frank killed her mother but, after he visits her following his release from prison, she has cause to wonder.;F F F F T T T T T F T T T T F F F F F F F F F F F F F F F
280;There are times when the embers start to smolder, but a fire never ignites.;F F F F F F F F F F F T T T
281;There's no story to speak of and no significant character development---anything, in fact.;T T T T T T F T T T F F F
282;"The child actors are not much better, neither emotionless enough to be truly other-worldly or human enough to be the kind of ""hidden threat among us"" which can be so frightening.";F F T T T T T T T T F F F F F T T T T T T F F F F F F F F F F
283;Individually their performances are excellent, but somehow the mix never seems quite right.;F F F F F F F F F T T T T
284;Benigni's film offers no explanation for this.;F F T T T T T
285;It conditions you to feel repulsed by what drugs do to these people without allowing you to feel for them as people.;F F F F F F F F F F F F F T T T T T T T T T
286;The movie has no MPAA rating.;T T T T T T
287;Today, with modern special effects, this would not be as great an achievement as it was more than forty years ago.;F F F F F F F T T T T T T F F F F F F F F
288;There is nothing subtle about this heavy-handed thriller.;T T T T F F F F
289;Alas, the film does not really earn its ending.;F F F T T T T T T
290;There are times when RANSOM is genuinely gripping, most notably during the scenes in and around Tom's fateful decision.;F F F F F F F F F F F F F F F F F F F
291;The film has not been released as of yet, but has been going around to film festivals.;T T T T T T F F F F F F F F F F F
292;It was a condemnation of how girls are treated differently than boys, because the boys would have been allowed to play outside and therefore would have never been imprisoned.;F F F F F F F F F F F F F F F F F F F F F F F F F T T T T
293;One distinction this movie can claim is that it's almost certainly the most unusual buddy movie of the year (KAZAAM not excepted).;F F F F F F F F F F F F F F F F F F F T T T
294;"Copyright 1997 James Berardinelli ""For me, the cinema is not a slice of life, but a piece of cake."" - Alfred Hitchcock";F F F F F F T T T T T T T T F F F F F F F F
295;He has been married for ten years and his wife has not been able to give him a child.;F F F F F F F F F F T T T T T T F T T
296;Carrey has so much skill and dexterity that he could breathe life into a bad comedy, which LIAR LIAR is not.;F F F F F F F F F F F F F F F F T T T T T
297;The film's approach careens wildly from low-key to over-the-top, without much of a break in between.;F F F F F F F F F T T T T T T T
298;It is a perfectly valid interpretation to suggest that Isabel had no choice;F F F F F F F F F T T T T
299;They accomplish this feat by overexposing the image and by rushing the shooting and not waiting for the proper natural light.;F F F F F F F F F F F F F F T T T T T T T
300;The final moral point is made in front of the Supreme Court, with John Quincy Adams saying, if these men are not set free, you might as well start the Civil War now.;F F F F F F F F F F F F F F F F F T T T T T T T F F F F F F F F F
301;But the point of the story is, that their life is absurd, so why not get what you want, no matter what you have to do to get it).;F F F F F F F F F F F F F F T T T T T T T T T T T T F F F
302;The bank hostages have bombs attached to them, and Travolta threatens mass executions if he's not allowed to escape.;F F F F F F F F F F F F F T T T T T T
303;"""If you're not scared of them, you're in big trouble,"" Dave tells us about his wild animals.";F T T T T T F F F F F F F F F F F
304;She would not be so proud of his acting which is non-existent.;F F T T T T F F T F T T
305;Solondz pulls no punches, pointing out the utter futility of adolescence for someone like her, who can't help being a nerd and who receives no emotional support from home.;F T T T F F F F F F F F F F F T T T T T T F F T T T T T T
306;THE GOOD SON is not a complete failure.;F F F T T T T T
307;You're just not likely to care one way or the other.;T F T T T T F F F F F
308;(The best exchange is without a doubt the one between Tracy and Mike as they zip around Newport in her car, bantering about wealth, idleness, and class differences.);F F F F T T T F F F F F F F F F F F F F F F F F F F F F
309;Whenever he has misgivings, his buddies, like Marlon, assure him not to worry.;F F F F F F F F F F T T T
310;DOUBTFIRE and the less satisfying BYE BYE LOVE.;F F F T T F F F
311;Although you are convinced that the scene where Kelly will either sing or dance is just around the corner, it never appears.;F F F F F F F F F F F F F F F F F F F T T T
312;A romance is brought into the film as another subplot, but is never fully developed to be anything but superficial.;F F F F F F F F F F F T T T T F F F F F
313;All does not go well with the burial, however.;F T T T T F F F F
314;Their dreamlike odyssey, nevertheless, continuing, ever moving northward.;F F F F F F F F
315;Its comedy has no real edge, and consistently avoids risks.;F F T T T T F F F F
316;Although it is a good picture without the ending twist, it is stronger for it.;F F F F F F T T T T F F F F F
317;I got as tired as they did, but I was not being paid millions and millions of dollars to endure this as WIllis and Jackson were.;F F F F F F F F F F F F F F F F F F F F F F F F F F
318;Finally, at the end, there's an underwater battle that not only has Chan outdueling human opponents but a shark as well.;F F F F F F F F F T T T F F F F F F F F F
319;It forgets that a film based on scary parody of scary movie cliches had better be scary or funny, but not cliched.;F F F F F F F F F F F F F F F F F F F F T T
320;It seems to have safely placed itself in the middle of the argument, not taking sides (a rather wishy-washy way to leave things).;F F F F F F F F F F F F F T T T F F F F F F F
321;The three characters never move from their position around a table.;F F F T T T T T F F F
322;He loves drinking and has no remorse.;F F F F T T T
323;If you like the costar, Liam Neeson, forget it, he hardly ever appears.;F F F F F F F F F T T T T
324;Perhaps Red will be better;F F F F F
325;Also noteworthy is a scene where Ellie confronts Hammond, who's eating a dish of ice cream in the midst of the crisis.;F F F F F F F F F F F F F F F F F F F F F F
326;SMOKE follows its own advice, but without laying it on too thick.;F F F F F F T T T T T T
327;Bridges's charismatic performance is full of nuances and subtlety that leaves us never quite sure of his motivations.;F F F F F F F F F F F F T T T T T T
328;The outcome of a Bond movie is never in question, but who cares?;F F F F F F T T T T F F F
329;What exactly this constitutes we'll never know for we are mainly confined to hanging around the hallway with the maid after they lock themselves in their room.;F F F F T T T F F F F F F F F F F F F F F F F F F F F
330;There is no sex or nudity, but there is a little profanity.;T T T T T T F F F F F F
331;That film, confusingly, was itself a remake, not of the 1943 film HEAVEN CAN WAIT, but of the 1941 picture HERE COMES MR.;F F F F F F F T T T T T F F F F F F F F F F F
332;"Perhaps the best line (although not necessarily the most appropriate) is a quote from the famous thriller director: ""Always make the audience suffer as much as possible.""";F F F F F T T T T T F F F F F F F F F F F F F F F F F
333;The locals in Baltimore, where Pecker used to work at a sub shop, are much less impressed.;F F F F F F F F F F F F F F F T T
334;"""You think he's not guilty,"" another juror shouts out in anger to him about the defendant.";T T T T T F F F F F F F F F F F
335;THE BROWNING VERSION does not lack substance, but it is somnolently-paced and goes virtually nowhere.;F F F T T T T F F F F F F F F
336;While no film this decade has equaled the accomplishment of Krzysztof Kieslowski and Zbigniew Preisner in wedding music and visuals for 1993's BLUE, MR.;F T T T T F F F F F F F F F F F F F F F F F F F
337;There is no sex, nudity, violence, or other profanity.;T T T T T T T T T
338;It is also interesting to note that the film pays homage to great mystery writers such as Graham Greene, Ernest Hemingway, and Malcolm Lowry.;F F F F F F F F F F F F F F F F F F F F F F F F
339;You need look no further than the O. J. Simpson story to see this.;F F T T T F F F F F F F F F
340;Life for him was the battlefield, and without war, his spirit was sapped.;F F F F F F F T T F F F F
341;This film should be a magical lesson in film-making for those modern filmmakers who think they must inject heavy doses of symbolism to get their point across.;F F F F F F F F F F F F F F F F F F F F F F F F F F F
342;A man's love for what he has -- rather than envy of what he doesn't have -- has rarely felt this genuine.;F F F F F F F F F F F F F T T T F F F F F F
343;"He tells her, ""You can never ask me to stop drinking.";F F F T T T T T T T T
344;McGovern, from her first film, the brilliant and devastating ORDINARY PEOPLE, has brought something special to any character she has played, but her career has never taken off.;F F F F F F F F F F F F F F F F F F F F F F T T T T T T
345;Well, when it comes to the big game, the oaf who can't plant his feet suddenly grows roots and the superstar who never passes treats the ball like a hot potato.;F F F F F F F F F F T T T T T F F F F F F T T T F F F F F F F
346;And that's not the only place where the story feels less than cohesive.;F T T T T T F F F F T T T
347;A control freak no longer in control, Mel, who was adopted as a baby, is on a quest for his biological parents.;F F F T T T T F F F F F F F F F F F F F F F
348;The only people not killed in the blast are Eddie and Lily.;F F T T T F F F F F F F
349;One of BUDDY's themes might remind attentive viewers of an element of JURASSIC PARK -- that humankind, no matter how good its intentions, cannot bend nature to its will.;F F F F F F F F F F F F F F F F F T T T T T T T T T T T T
350;Campion's painfully strident stylings get a workout in HOLY SMOKE!, a film that gets sillier and less insightful the longer I think about it.;F F F F F F F F F F F F F F F F T T F F F F F F
351;That's an interesting notion, and in the context of the movie, it's easy to see how this could be the case- a great deal of attention is paid to the smallest details.;F F F F F F F F F F F F F F F F F F F F F F F F F F F F F F F F
352;The missteps are not fatal, but they're noticeable.;F T T T T F F F
353;The message of the movie seems to be that young people drink constantly, but somehow this represents no problem to them or their lives.;F F F F F F F F F F F F F F F F F T T F F F F F
354;Make no mistake, Spike loves his hoops.;T T T F F F F
355;"But the professor replies in his noted serious Karloff movie tone, ""When the time comes, your skepticism might be only a fragile shield.""";F F F F F F F F F F F F F F F F F F F F F T T
356;It is not rated but might be PG for mature themes.;F T T T F F F F F F F
357;Surprisingly, however, she's fine--not Oscar material, but strong enough not to drag down the film.;F F T T T T F F F T T T T T T
358;You see David has never had a lesson other than from his autocratic and stubborn father, Peter (Armin Mueller-Stahl from THE MUSIC BOX).;F F F F T T T T F F F F F F F F F F F F F F F
359;They ascribe to our actions an eroticism that is never intended.;F F F F F F F F T T T
360;Robert's conundrum then is choosing between his safe, good-looking and boring wife and his no better looking but much sexier and exciting houseguest.;F F F F F F F F F F F F F T T T T F F F F F T
361;Mack continues to pester Mona at home and at her workplace and refuses to take no for an answer, despite her revulsion for him.;F F F F F F F F F F F F T T T T T T T F F F F F
362;REVIEWED WRITTEN ON: May 5, 1995 Opinions expressed are mine and not meant to reflect my employer's.;F F F F F F F F F F F T T T T T T
363;It's an effective enough centerpiece, but it has virtually nothing to do with the rest of the movie.;F F F F F F T T F T T T T T T F F F
364;Ellen still doesn't believe that her sister committed suicide and figures out that her sister was going to get married that day and not jump off the roof.;F T T T F F F F F F F F F F F F F F F F F F F T T T T T
365;Her real motives, while frequently pursued in the most misguided and warped of methods, are nevertheless good and true.;F F F F F F F F F F F F F F T T T T T
366;And, you guessed it, the transfer of the money is less than successful.;F F F F F F F F F F T T T
367;All of us have been the butt of a joke at one point or another, so it's not hard to empathize with Angus' situation.;F F F F F F F F F F F F F F F F T T T T T F F F
368;There is no anachronism in Alcott's Transcendentalist proto-feminism, though upon first glance it might appear so.;T T T T F F F F F F F F F F F F
369;Set in the bright Florida sun, PALMETTO may not look like a film noir, but it is firmly routed in that genre.;F F F F F F F F T T T T T T F F F F F F F F
370;His panic continues even after Luanne tells him not to worry, that she has some money saved to support them.;F F F F F F T T T T T F F F F F F F F F
371;The small film is filled with tiny, frequently unrelated incidents that never amount to anything.;F F F F F F F F F F T T T T T
372;"""Maybe if we were the last two people on earth, and there were no sheep,"" he laughs in response and then adds, ""Are there sheep?""";F F F F F F F F F F F T T T T F F F F F F F F F F
373;I noted that that scene is the perfect climax for G.I. JANE, but in truth it only _should have been_ the climax.;F F F F F F F F F F F F F F F F F F F F F F
374;The tapestry of this film successfully weaves together emotion, intellect, and narrative into a pleasing, but never cloying, whole.;F F F F F F F F F F F F F F F F T T T
375;Most actors confuse shouting with overacting and have trouble separating the two, but not Pacino, at least not in this role.;F F F F F F F F F F F F F T T T T T T T T
376;A version without the pseudo-religious aspects and without McConaughey would have earned a higher rating in my book.;F F T T T T F T T T F F F F F F F F
377;When the family has no interest in selling, Ditmeyer decides to use nefarious means.;F F T T T T F F F F F F F F
378;Recycling plot elements from better films, DRINKING GAMES never establishes a unique identity.;F F F F F F F F T T T T T
379;This is a tragedy without a last act -- a wrenching experience that offers no catharsis.;F F F F T T T T F F F F F T T T
380;"""What kind of a mother can't stand her own son?"" Robin asks George in a telling, confessional question that has no proper answer.";F F F F F T T T T T F F F F F F F F F T T T T
381;Even if the film has shortcomings, its visuals are nothing short of incredible.;F F F F F F F T T T T T T
382;It's an offensive movie -- not as a result of salacious or violent content, but because it takes for granted a fundamental lack of audience intelligence.;F F F F F T T T T T F F F F F F F F F F F F F F F F
383;It's not quite funny enough for a comedy, not quite insightful enough for a story of adolescent awakening, and not quite emotional enough for a story of family ties.;T T T T T F F F T T T T F F F F F F F T T T T F F F F F F
384;Kane is not, however, all Hearst.;T T T F F F
385;"The script for SCREAM is not clever enough to provide a consistently witty thriller; it is sometimes witty and sometimes thrilling, but never both.";F F F F T T T T F F F F F F F F F F F F F F T T
386;For those who think that what movies need today are more elaborate gimmicks, TIME CODE is the answer, since it is nothing but one long, insufferable gimmick.;F F F F F F F F F F F F F F F F F F F T T T T F F F F
387;Did anyone else notice how men were portrayed in this movie?;F F F F F F F F F F F
388;The real problem with DESPERADO, however, is that this sequel is without purpose and may be the most unnecessary follow-up since the second CROCODILE DUNDEE.;F F F F F F F F F F T T T F F F F F F F F F F F F
389;Whatever the reason, however, the characters never connect with the audience, causing LITTLE BUDDHA to test the viewer's attention span when it should instead be soaring.;F F F F F F T T T T T F F F F F F F F F F F F F F F
390;This is not surprising since his last film was that major bomb, EVEN COWGIRLS GET THE BLUES.;T T T T F F F F F F F F F F F F F
391;My son Jeffrey, age 8, thought the movie was good but was upset that the fairies were hardly in it at all.;F F F F F F F F F F F F F F F T T T T T T T
392;Kathy meets a colleague (Miguel Sandoval) on the job and decides to date him, while Carol deals with her own problems without self-pity.;F F F F F F F F F F F F F F F F F F F F F T T
393;In contrast to the serious, dark colored laptops of all the students in class, Elle takes her notes on a pink, heart shaped paper notepad.;F F F F F F F F F F F F F F F F F F F F F F F F F
394;But the other choice he understands is the right one, and he wrestles with his conscience as he tries to help the widow without hurting his father.;F F F F F F F F F F F F F F F F F F F F F F F T T T T
395;He does not seem to come any closer to finding a way out of the moralistic trap he has built for himself.;T T T T T T T T T T T T T F F F F F F F F F
396;"Banky, whose role as a mere cartoon ""tracer,"" gets him no end of ridicule.";F F F F F F F F T T T T T T
397;I have often said that the first responsibility of a historically based film is not necessarily to be good history, but to be good drama.;F F F F F F F F F F F F F T T F T T T T F F F F F
398;She's in love with him and responds to his warm side, but is also frightened of him and is unsure if he is not really the murderer.;F F F F F F F F F F F F F F F F F F F F T T T T T T T
399;The KKK has a prominent role, but couldn't a more moderate, less universally-despised group have filled a similar function?;F F F F F F F T T T T T T F F F F F F
400;In RED PLANET, Peter Suschitzky's dark and dull cinematography gives you little reason not to wait for video.;F F F F F F F F F F F F F T T T T T
401;"Copyright 1998 James Berardinelli ""My belief is that no movie, nothing in life, leaves people neutral.";F F F F F F F F T T T T T F F F
402;When Monica's husband returns to town, wanting to see his son, there's no shouting match or violence.;F F F F F F F F F F F T T T T T T
403;Though he is not a religious man, he respects the traditions, as the film makes many Biblical allusions in telling its story.;F T T T T T T F F F F F F F F F F F F F F F
404;Alice, a violinist, explains upfront to Martin that her relationship with Benjamin is not sexual.;F F F F F F F F F F F F T T T
405;It offers what Seagal fans have come to expect from their icon: a healthy dose of ego and a lot of fights in which no one ever lays a finger on the star.;F F F F F F F F F F F F F F F F F F F F F F F F T T T T T T T T T
406;His prostitutes will say whatever he wants, but he knows that their words have no meaning.;F F F F F F F F F F F T T T T T
407;You have all been to movies that were dogs, but which, nevertheless, contain one or two outstanding performances.;F F F F F F F F F F F F F F F F F F
408;Certainly not a kids' movie, the Orwellian story is packed with intricate messages within a deceptively, simple structure.;F T T T T F F F F F F F F F F F F F
409;The lines were not important ones and the characters used these words as if they were innocuous fillers of the pauses in one's speech, i.e., as if they had no meaning at all.;T T T T T T F F F F F F F F F F F F F F F F F F F T T T T T T F F
410;THE HOUSE OF THE SPIRITS is driven by its complex and many-faceted plot, not by the characters that populate the film.;F F F F F F F F F F F F F T T T T T T T T
411;Subtlety is not the movie's strong suit.;T T T T T T T
412;Goes to a diner, eats like a horse and befriends the waitress (Caitlin Clarke) into letting her skip out without paying.;F F F F F F F F F F F F F F F F F F F T T
413;In the process, some of his men believe he endangered their lives, so his triumph is less than complete.;F F F F F F F F F F F F F F T T T T T
414;Most actors would have approached the part with a heavy emphasis on slapstick and exaggerated gestures, but not Hanks.;F F F F F F F F F F F F F F F F T T T
415;It is about the need to protect and nurture great works of writing, especially when the author is no longer around.;F F F F F F F F F F F F F F T T T T T T T
416;Providing all the ingredients of a thriller is not the same as making a thriller.;F F F F F F F T T T T T T T T
417;On the negative side, there is not a lot here.;F F F F F T T T T T
418;Agnes's difficulty, as we learn from the beginning, is that she's a lesbian, albeit not a practicing one.;F F F F F F F F F F F F F F T T T T
419;And with all that time on her hands, she starts to notice things.;F F F F F F F F F F F F F
420;Director and co-scripter Ang Lee seems to want his film to be about too many different things, without giving sufficient attention to any of them.;F F F F F F F F F F F F F F F F F T T T T T T T T
421;"Copyright 1998 James Berardinelli ""My belief is that no movie, nothing in life, leaves people neutral.";F F F F F F F F T T T T T T T T
422;The script is unable to fashion any characters that are not complete caricatures, and the actors all deliver sophomoric performances.;F F F F F F F F F F T T T F F F F F F F
423;Among my numerous alternative endings, one of them did come to pass, but I was just as surprised that some of the others did not.;F F F F F F F F F F F F F F F F F F F F F F T T T
424;There are no high- orbit names like Tom Cruise or Alec Baldwin to distract the viewer.;F T T T T T F F F F F F F F F F
425;But it's not just family strife which eventually turns Francie into a monster.;F T T T T T F F F F F F F
426;And Julianne Moore is no Jodie Foster.;F F F T T T T
427;Life in this remote country village, called Varkut, is oppressive, with nothing to do but work hard and eat a lot and watch bland TV programs.;F F F F F F F F F F F T T T F F F F F F F F F F F F
428;When the mountain is measured at less than the 1000 feet necessary for official recognition as more than a hill, the locals are up in arms.;F F F F F F F F F F F F F F F F F F F F F F F F F F
429;It's not safe, comfortable, or lighthearted, nor is it completely original, but it's definitely memorable.;T T T F F F T T T T T F F F F
430;During Castro's revolutionary fight, he was caught up in the fever of revolution and ran away from home and joined the rebels, but did no fighting.;F F F F F F F F F F F F F F F F F F F F F F F T T T
431;More unusual is a wild Latin dancer with a mop hairdo who has been taking individual lessons for five years.;F F F F F F F F F F F F F F F F F F F F
432;With a huge collective sigh of relief we realize that our hero is saved and has not been detected afterall.;F F F F F F F F F F F F F F F T T T T F
433;"""I'm not ready to be a princess,"" she tells the queen.";T T T T T T T F F F F
434;"""You've got to ask for a fast car, a Learjet or a Greyhound bus,"" Max tells him, otherwise they will not take you seriously.";F F F F F F F F F F F F F F F F F F T T T T T T
435;When he tells his boss (Lummis) about it, he has no explanation why he didn't report it immediately, except he couldn't understand how so much money was missing.;F F F F F F F F T T T T T T T T T T F F T T F F F F F F
436;He takes Bulworth from business suits to sweatpants and sunglasses, and transforms his campaign speeches into angry rap songs, all without missing a beat.;F F F F F F F F F F F F F F F F F F F F T T T T
437;Bette Midler is not the star of THAT OLD FEELING, and neither is Dennis Farina.;T T T T T T T T T T F T T T T
438;Refreshingly, this film does not have one ounce of pretention to high culture.;F F F T T T T T T T T T T
439;When Wang tries to act, he shows that he needs more acting lessons and should stick to expressions for now.;F F F F F F F F F F F F F F F F F F F F
440;This film such be PG at most since there is no sex, nudity, or violence although it does have a tragedy.;F F F F F F F F T T T T T T T F F F F F F
441;The best that can be said about this story, is that it's not bad and it had some sparks in it to keep you awake.;F F F F F F F F F F F T T T F F F F F F F F F F F
442;But FIRST KID is not it.;F T T T T T
443;She should get tested, but she does not trust the doctor recommended by her psychiatrist.;F F F F F F T T T T T F F F F
444;With the help of Bogart's detective work ala Marlowe, Martin finds that Carlotta is not the name of a woman, but an island off South America.;F F F F F F F F F F F F F F T T T T T T F F F F F F
445;Together, these two generate no chemistry.;F F F T T T
446;It's ironic that the story chides notions of celebrity, then casts Susan Sarandon and Steve Martin in cameo appearances.;F F F F F F F F F F F F F F F F F F F
447;Why don't you take along an abacus and try to count the number of actions that either make no sense or are just outright ludicrous?;F T T T F F F F F F F F F F F F F T T T F F F F F
448;Cruise's supporting players form an interesting group, although not necessarily the kind of names one might expect in a big-budget action film.;F F F F F F F F T T T T T T F F F F F F F F
449;Rob Morrow is good enough not to be completely overshadowed by his co-stars, although his forced accent could have been toned down.;F F F F F T T T T T F F F F F F F F F F F F
450;The story, which develops largely without dialogue, follows Peter's quest to locate his young daughter Nicole (Jennifer MacDonald).;F F F F F F F F F F F F F F F F F F
451;It will delight all sexes and ages, even adults with no children.;F F F F F F F F F T T T
452;It seems as if this is Ada's story to tell and no one else's.;F F F F F F F F F F F T T T
453;Grandma represents an ideal for the troubled girl, who has a long juvenile arrest record and faces a bleak present, never mind her bleak future.;F F F F F F F F F F F F F F F F F F F F T T T T T
454;It may not rank with Alexander Graham Bell's idea of long distance voice communication, but the team at govWorks.com;F T T T T T T T T F F F F F F F F F F
455;There was no discussion or aimless chatter, just the quiet, communal introspection of a lingering experience.;F T T T T T T F F F F F F F F F
456;Less a biography than an impressionist's vision, the film may disappoint those expecting a vitriolic attack on someone who is surely not among Stone's heroes.;F F F F F F F F F F F F F F F F F F T T T T T T T
457;This is not your typical Hollywood romantic happy ending for a film, but one that is very fitting for this film.;T T T T T T T T T F F F F F F F F F F F F
458;The film had an anti-septic and unsexy look to it, as its sex scenes were not erotic.;F F F F F F F F F F F F F F T T T
459;But, it is not to be.;F T T T T T
460;I can't think of a film in the last few years set in Ireland that I did not enjoy, and I'm fairly sure it's not coincidence.;T T T T T T F F F F F F F F F T T T T F F F F T T T
461;It is not rated, but would certainly get a G.;T T T T F F F F F F
462;The movie is never realistic and you never care for any of the characters.;F F F T T F T T T T T T T T
463;Her boss, Palmer Joss (Matthew), feels her research is futile and of no utilitarian value.;F F F F F F F F F F F F T T T
464;He hasn't seen her for a long time and she barely recognizes him as he has become very fat (it's the padding) and walks in a lumbering way.;T T T T T T T T F F T T T F F F F F F F F F F F F F F F
465;The rest of this trip meanders through some extremely familiar countryside, and not familiar in a way that inspires fond comparisons to classic genre cousins.;F F F F F F F F F F F F T T F F F F F F F F F F F
466;That Carlin, a natural comedian, is not funny in this role, a role that is ready-made for comedy, indicates how poorly things are going for Smith.;F F F F F T T T T T T F F F F F F F F F F F F F F F
467;It is the wedding of his daughter Connie (Talia Shire), and no Sicilian can refuse a request on that day.;F F F F F F F F F F F T T T T F F F F F
468;It's hard to imagine any film-goer not having seen at least one of this picture's antecedents.;F F F F F F T T T F F F F F F F
469;"""It never pays off.""";T T T T
470;Any example that I can think of never seems to be quite to the level that they are complaining about.;F F F F F F F T T T T T T T T F F F F F
